ID,RecordedDate,PrimaryStatusAfterGraduation,BranchOfService,CareerMeetsExpectation,EmployingOrganization,JobTitle,State,City,Employer_Country,Compensation,Salary_range,Degree_required,Employment_offer,Employment_acceptance,Job_connection,Application_website,Other_job_connection,Graduate_School,Graduate_School_Location,Graduate_Degree_Country,Graduate_Program,Program_Type,Postgraduation_offer,CC_job_Rating,CC_Drop_in_Advising_CareerLab ,CC_Handshake_Jobs,CC_Interview_Preparation,CC_Oncampus_Interview,CC_Networking_Strategies,CC_Career_Major_Exploration,CC_Fairs_Career_Events,CC_Resume_Cover_Letter_Review,CC_Career_Assessments ,CC_Resume_Cover_Letter Review,Primary_Status_Matching_Expectations,CC_Workshops
37325,10Nov2020 16:37:00,Employed part time (on average less than 30 hours per week),,,Dollar General,Sale Associate,Michigan,Plainwell,,Hourly,"Less than $20,000",Having a college degree made no difference to me obtaining this position.,3-6 months before graduation,3-6 months before graduation,Other On-line Job Posting Systems (please specify),Indeed,,,,,,,No,Satisfied,,Dissatisfied,,,,Satisfied,,,,,Disagree,
37326,21Jun2017 12:08:00,"Enrolled in a program of continuing education (e.g., graduate, professional school, certificate program, additional coursework)",,Strongly Agree,,,,,,,,,,,,,,Grand valley state university,Michigan,,Physician assistant,Master's,,,,,,,,,,,,,,
37327,12Dec2018 18:03:57,Employed full time (on average 30 hours or more per week),,,Grand Valley State University,Secretary,Michigan,Allendale,,Hourly,"$35,000 - $39,999","A college degree is not required for this job, but my degree helped me to obtain it.",0-3 months after graduation,0-3 months after graduation,GVSU Faculty/Staff Recommendation,,,,,,,,No,Very Satisfied,,,Very Satisfied,Somewhat Satisfied,Satisfied,Satisfied,Very Satisfied,Very Satisfied,,Very Satisfied,Agree,
37328,31May2018 13:47:39,Employed full time (on average 30 hours or more per week),,,Avanti Law Group PLLC,Litigation Paralegal,Michigan,Grand Rapids,,Hourly,,A college degree is required and the position is related to my field of study.,0-3 months before graduation,0-3 months before graduation,Personal Network,,,,,,,,Yes,Very Satisfied,,Somewhat Satisfied,,,,Somewhat Satisfied,Very Dissatisfied,Very Satisfied,,,Strongly Agree,
37329,06Jan2021 11:17:00,Employed full time (on average 30 hours or more per week),,,Service Express,Solutions Architect,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37330,06Jun2019 16:46:59,"Enrolled in a program of continuing education (e.g., graduate, professional school, certificate program, additional coursework)",,,,,,,,,,,,,,,,Grand Valley State University,Michigan,,Speech-language Pathology,Master's,Yes,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Somewhat Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Strongly Agree,Satisfied
37331,03Jun2020 10:58:00,"Enrolled in a program of continuing education (e.g., graduate, professional school, certificate program, additional coursework)",,,,,,,,,,,,,,,,Grand Valley State University,Michigan,,Accountancy,Master's,Yes,Very Satisfied,Very Satisfied,Somewhat Satisfied,Very Satisfied,Very Satisfied,Somewhat Satisfied,Very Satisfied,Satisfied,Very Satisfied,Somewhat Satisfied,Satisfied,Strongly Agree,Satisfied
37332,03Sep2020 11:01:00,Employed part time (on average less than 30 hours per week),,,TSC,Team member,Michigan,Lapeer,,Hourly,"Less than $20,000",,,,,,,,,,,,,,,,,,,,,,,,Neutral,
37333,08Oct2018 11:53:28,Employed full time (on average 30 hours or more per week),,,happy:chance,Owner/Founder,Michigan,Waterford,,Click to write Choice 3,,"A college degree is not required for this job, but my degree helped me to obtain it.",3-6 months before graduation,0-3 months before graduation,Personal Network,,,,,,,,No,Satisfied,Very Satisfied,,Dissatisfied,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Somewhat Satisfied,,,Agree,Satisfied
37334,06Jun2017 11:22:29,Employed full time (on average 30 hours or more per week),,Strongly Agree,J&R Schugel,Logistics Coordinator,Michigan,Grand Rapids,,Hourly,"$35,000 - $39,999",A college degree is required and the position is related to my field of study.,0-3 months before graduation,0-3 months before graduation,Other On-line Job Posting Systems (please specify),Zip Recruiter,,,,,,,No,Very Satisfied,,,Very Satisfied,Satisfied,,Very Satisfied,Very Satisfied,Satisfied,,Very Satisfied,,
37335,14Jun2018 14:03:28,Employed part time (on average less than 30 hours per week),,,Countryside Greenhouse,Cashier,Michigan,Allendale,,Hourly,"Less than $20,000",Having a college degree made no difference to me obtaining this position.,0-3 months after graduation,0-3 months after graduation,Personal Network,,,,,,,,,,,,,,,,,,,,Disagree,
37336,07Jan2021 14:43:00,Employed full time (on average 30 hours or more per week),,,Daymon,Associate Business Manager,Illinois,Schaumburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37337,27Jan2020 17:35:00,Employed full time (on average 30 hours or more per week),,,Spectrum Health,Invasive cardiology,Michigan,Grand Rapids,,Hourly,"$40,000 - $44,999",A college degree is required and the position is related to my field of study.,0-3 months after graduation,0-3 months after graduation,Personal Network,,,,,,,,No,Very Satisfied,,,,,,,Satisfied,,,,Strongly Agree,
37338,15Sep2016 15:57:39,"Enrolled in a program of continuing education (e.g., graduate, professional school, certificate program, additional coursework)",,Strongly Agree,,,,,,,,,,,,,,Virginia Commonwealth University,Virginia,,Counseling Psychology Doctoral Program,Doctorate,No,,Very Satisfied,Satisfied,,,,,Satisfied,Satisfied,Very Satisfied,,,
37339,01Jun2018 12:59:33,Employed full time (on average 30 hours or more per week),,,JET Program,Assistant Language Teacher,International,,Japan,Hourly,"$30,000 - $34,999",A college degree is required but the position is not related to my field of study.,0-3 months before graduation,0-3 months before graduation,Other,,personal research into the field,,,,,,No,,,Satisfied,,,,Satisfied,,,,,Strongly Agree,
37340,10Jul2020 16:25:00,Employed full time (on average 30 hours or more per week),,,New York Life,Financial Professional,Michigan,Grand Rapids,,Click to write Choice 3,,"A college degree is not required for this job, but my degree helped me to obtain it.",6+ months before graduation,3-6 months before graduation,GVSU Career & Internship Fair,,,,,,,,Yes,Very Satisfied,Very Satisfied,,,,,,Very Satisfied,,,,Strongly Agree,
37341,08Oct2018 9:32:28,Employed full time (on average 30 hours or more per week),,,Bcn technical services,Electrical engineer,Michigan,Hastings,,Hourly,"$55,000 - $59,999",A graduate degree is required and the position is related to my field of study.,6+ months before graduation,6+ months before graduation,GVSU Faculty/Staff Recommendation,,,,,,,,Yes,Satisfied,Satisfied,Very Satisfied,Somewhat Satisfied,Satisfied,Somewhat Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,,Satisfied
37342,29Nov2017 14:23:45,"Enrolled in a program of continuing education (e.g., graduate, professional school, certificate program, additional coursework)",,,,,,,,,,,,,,,,Grand Valley State University,Michigan,,Medical and Bioinformatics,Master's,No,Somewhat Satisfied,Satisfied,,Somewhat Satisfied,,,Satisfied,Satisfied,Somewhat Satisfied,Satisfied,Satisfied,Strongly Agree,Somewhat Satisfied
37343,06Jan2021 13:56:00,Employed full time (on average 30 hours or more per week),,,Hagerty,Insurance Agent,Michigan,Traverse City,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37344,11Jun2018 9:35:41,"Enrolled in a program of continuing education (e.g., graduate, professional school, certificate program, additional coursework)",,,,,,,,,,,,,,,,Grand Valley State University,Michigan,,Social Work,Master's,No,Very Satisfied,Satisfied,Somewhat Satisfied,,,,Very Satisfied,Somewhat Satisfied,,,Very Satisfied,Strongly Agree,
37345,06Jun2017 8:28:05,Employed full time (on average 30 hours or more per week),,Strongly Agree,BISSELL,Consumer care Coordinator,Michigan,Grand Rapids,,Hourly,"$45,000 - $49,999",A college degree is required and the position is related to my field of study.,6+ months before graduation,6+ months before graduation,Other On-line Job Posting Systems (please specify),Indeed,,,,,,,No,Satisfied,Satisfied,Satisfied,Very Satisfied,Somewhat Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Somewhat Satisfied,Somewhat Satisfied,,
37346,27Jan2020 16:45:00,"Participating in a volunteer or service program (e.g., Peace Corps)",,,Ginger Creek Community Church,Missionary,International,,Nicaragua,,,Having a college degree made no difference to me obtaining this position.,3-6 months before graduation,0-3 months before graduation,Personal Network,,,,,,,,Yes,Very Satisfied,,,Somewhat Satisfied,,,Satisfied,Satisfied,Very Satisfied,,,Disagree,
37347,11Jan2018 10:05:56,Seeking employment,,,,,,,,,,,,,,,,,,,,,Yes,Very Satisfied,Somewhat Satisfied,Very Satisfied,Satisfied,Dissatisfied,Satisfied,Very Satisfied,Very Satisfied,Satisfied,Satisfied,Satisfied,,Satisfied
37348,04Jun2020 22:39:00,Employed full time (on average 30 hours or more per week),,,Non-profit,Service Coordinator,New Mexico,Clovis,,Hourly,"$30,000 - $34,999",A college degree is required and the position is related to my field of study.,0-3 months after graduation,0-3 months after graduation,Other On-line Job Posting Systems (please specify),Indeed,,,,,,,,,,,,,Satisfied,,Satisfied,,,,Strongly Agree,
37349,08Oct2018 10:19:05,"Enrolled in a program of continuing education (e.g., graduate, professional school, certificate program, additional coursework)",,,,,,,,,,,,,,,,Grand Valley State University,Michigan,,Master of Science in Accounting,Master's,Yes,Very Satisfied,,Satisfied,,Very Satisfied,,,Very Satisfied,Satisfied,,,Strongly Agree,
37350,07Dec2020 15:35:00,Employed full time (on average 30 hours or more per week),,,Michigan House of Representatives,Director of Constituent Relations,Michigan,Lansing,,Hourly,"$35,000 - $39,999","A college degree is not required for this job, but my degree helped me to obtain it.",0-3 months after graduation,0-3 months before graduation,Other,,Michigan House of Reps. Website,,,,,,No,Somewhat Satisfied,,Somewhat Satisfied,,,,Satisfied,Dissatisfied,Very Satisfied,,,Strongly Agree,
37351,09Jun2020 6:01:00,Employed full time (on average 30 hours or more per week),,,Spectrum Health,Physician assistant,Michigan,Grand Rapids,,Hourly,"$95,000 - $100,00",A graduate degree is required and the position is related to my field of study.,3-6 months before graduation,3-6 months before graduation,Personal Network,,,,,,,,No,,,,,,,,Satisfied,,,,Strongly Agree,
37352,13Dec2019 19:23:00,"Enrolled in a program of continuing education (e.g., graduate, professional school, certificate program, additional coursework)",,,,,,,,,,,,,,,,Grand Valley State University,Michigan,,Social Work,Master's,,,,Dissatisfied,,,,,Dissatisfied,,,Satisfied,Agree,
37353,06Jan2021 11:47:00,Employed part time (on average less than 30 hours per week),,,Holland Home,Per Diem Fitness Coordinator,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37354,06Jan2021 13:48:00,Employed full time (on average 30 hours or more per week),,,Michigan Medicine,Infection Prevention Analyst,Michigan,Ann Arbor,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37355,29Jan2020 17:04:00,Employed full time (on average 30 hours or more per week),,,Island Eye Surgicenter,RN,New York,Westbury,,Hourly,"$80,000 - $84,999",A college degree is required and the position is related to my field of study.,9+ months after graduation,9+ months after graduation,Other On-line Job Posting Systems (please specify),Indeed,,,,,,,No,,,,,,,Somewhat Satisfied,,,,,Strongly Agree,
37356,11Jan2018 14:53:44,Employed full time (on average 30 hours or more per week),,,Waterford Public Schools,Teacher,Michigan,Waterford,,Hourly,"$30,000 - $34,999",A college degree is required and the position is related to my field of study.,0-3 months before graduation,0-3 months after graduation,Personal Network,,,,,,,,Yes,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,Strongly Agree,Somewhat Satisfied
37357,25Jan2018 9:38:32,Employed full time (on average 30 hours or more per week),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly Disagree,
37358,03Jun2020 16:46:00,"Enrolled in a program of continuing education (e.g., graduate, professional school, certificate program, additional coursework)",,,,,,,,,,,,,,,,Central Michigan University College of Medicine,Michigan,,Medical School,Doctorate,No,,Satisfied,Satisfied,Very Satisfied,,,,,Very Satisfied,,,Strongly Agree,Satisfied
37359,11Jan2018 15:02:43,Employed part time (on average less than 30 hours per week),,,Cherry Health,RN,Michigan,Grand Rapids,,Hourly,"$25,000 - $29,999",An undergraduate degree is required and the position is related to my field of study,6+ months before graduation,6+ months before graduation,Personal Network,,,,,,,,No,,,,,,,,,,,,,
37360,09Oct2020 15:46:00,"Enrolled in a program of continuing education (e.g., graduate, professional school, certificate program, additional coursework)",,,,,,,,,,,,,,,,Grand Valley State University,Michigan,,Social Work,Master's,,,,,,,,,,,,,Strongly Agree,
37361,04Jun2020 10:45:00,Seeking employment,,,,,,,,,,,,,,,,,,,,,No,Satisfied,,Satisfied,,,,,Somewhat Satisfied,,Satisfied,Somewhat Satisfied,Disagree,
37362,06Jun2017 11:51:42,Employed full time (on average 30 hours or more per week),,Strongly Agree,Walt Disney World,Food and Beverage,Florida,Orlando,,Hourly,"Less than $20,000","A college degree is not required for this job, but my degree helped me to obtain it.",3-6 months before graduation,3-6 months before graduation,Personal Network,,,,,,,,,,Satisfied,,,,,,,,,,,
37363,25Oct2017 13:52:42,Employed full time (on average 30 hours or more per week),,,KBIC Tribal Social Services,Social Services Specialist,Michigan,Baraga,,Hourly,"$35,000 - $39,999",A college degree is required and the position is related to my field of study.,6+ months before graduation,0-3 months after graduation,Personal Network,,,,,,,,No,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Strongly Agree,Very Satisfied
37364,31May2018 12:55:20,Employed full time (on average 30 hours or more per week),,,Cru (Campus Crusade for Christ),Missionary,Unknown,,,Hourly,"$30,000 - $34,999",A college degree is required but the position is not related to my field of study.,0-3 months before graduation,0-3 months before graduation,Personal Network,,,,,,,,No,Somewhat Satisfied,Satisfied,Satisfied,Satisfied,Somewhat Satisfied,Satisfied,Somewhat Satisfied,Satisfied,Satisfied,Somewhat Satisfied,Satisfied,Agree,Somewhat Satisfied
37365,06Jun2019 14:10:22,Employed full time (on average 30 hours or more per week),,,Learning A-Z,Software Engineer I,Michigan,Ann Arbor,,Hourly,"$70,000 - $74,999",A college degree is required and the position is related to my field of study.,0-3 months before graduation,0-3 months before graduation,Other On-line Job Posting Systems (please specify),Indeed,,,,,,,No,,,,,,,,,,,,Strongly Agree,
37366,12Jan2021 16:09:00,Employed full time (on average 30 hours or more per week),,,United Shore,Underwriter,Michigan,Pontiac,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37367,20Feb2019 16:33:29,Seeking employment,,,,,,,,,,,,,,,,,,,,,,Dissatisfied,Somewhat Satisfied,Somewhat Satisfied,Very Satisfied,Dissatisfied,Somewhat Satisfied,Satisfied,Dissatisfied,Very Satisfied,,,Disagree,Satisfied
37368,05Jan2021 14:46:00,Employed full time (on average 30 hours or more per week),,,CNSI,Associate Business Analyst,Michigan,Lansing,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37369,02Nov2017 7:23:30,Employed full time (on average 30 hours or more per week),,,QAD,Associate Engineer,Michigan,Grand Rapids,,Hourly,"$55,000 - $59,999",A college degree is required and the position is related to my field of study.,3-6 months before graduation,3-6 months before graduation,Other On-line Job Posting Systems (please specify),LinkedIn,,,,,,,No,Very Satisfied,Very Satisfied,,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,,,Strongly Agree,Very Satisfied
37370,31Jan2018 11:36:47,Employed full time (on average 30 hours or more per week),,,Advantage Label and Packaging,Marketing Assistant,Michigan,Kentwood,,Hourly,"$40,000 - $44,999",A college degree is required and the position is related to my field of study.,0-3 months after graduation,0-3 months after graduation,Personal Network,,,,,,,,No,Somewhat Satisfied,,,Satisfied,,Dissatisfied,Somewhat Satisfied,Very Dissatisfied,Somewhat Satisfied,,,Agree,Somewhat Satisfied
37371,12Jan2021 16:17:00,Employed full time (on average 30 hours or more per week),,,Kregel Publications,Marketing Associate,Michigan,Grand Rapids,,,,,,,,,,,,,,,,,,,,,,,,,,,,
